"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Spain","ESP","Mortality rate adult female (per 1000 female adults)","SP.DYN.AMRT.FE","113.62","109.347","111.695","109.093","104.054","100.456","99.04","98.057","95.715","100.598","92.181","95.224","88.85","88.807","85.6","83.419","81.768","76.806","75.072","72.863","68.98","66.55","63.833","64.545","61.97","61.17","61.446","61.961","61.563","60.035","59.537","59.327","57.025","56.092","55.424","54.533","53.847","50.391","48.766","48.681","47.574","47.286","46.473","47.573","45.38","44.351","43.191","43.09","43.4","42.163","40.92","41.057","39.422","39.33","38.479","","","",
"Estonia","EST","Mortality rate adult female (per 1000 female adults)","SP.DYN.AMRT.FE","111.086","112.99","110.671","109.563","104.989","100.91","106.476","96.723","105.553","104.423","105.295","104.141","109.163","105.331","102.557","105.485","108.533","114.855","112.167","118.502","112.736","117.624","111.852","110.457","115.989","113.74","101.535","96.542","100.912","113.356","106.789","114.492","111.721","127.061","156.193","132.025","116.1","114.216","121.553","115.256","118.091","121.686","110.625","107.133","99.467","99.351","96.049","92.339","84.786","77.511","67.783","70.925","67.879","67.076","65.328","","","",
"Ethiopia","ETH","Mortality rate adult female (per 1000 female adults)","SP.DYN.AMRT.FE","438.492","430.607","422.722","418.24","413.758","409.275","404.793","400.311","397.39","394.47","391.55","388.63","385.71","384.148","382.585","381.023","379.46","377.898","379.607","381.317","383.027","384.736","386.446","381.237","376.028","370.819","365.61","360.401","358.818","357.234","355.651","354.068","352.484","354.871","357.258","359.644","362.031","364.417","364.79","365.164","365.537","365.911","366.284","350.161","334.037","317.914","301.791","285.668","271.318","256.968","242.618","228.269","213.919","208.843","203.767","198.692","193.616","",
"European Union","EUU","Mortality rate adult female (per 1000 female adults)","SP.DYN.AMRT.FE","114.952559026957","111.64583962979","112.316564751356","111.391029265747","107.527369022034","107.075422050754","105.696563046869","104.27896216","104.109180067046","106.258903668297","102.479053362899","101.910792713469","100.407079493104","99.1366776564439","97.4261516317404","96.6278344134643","96.0255219611799","93.5994118726168","93.0996191042987","92.0281708866254","90.7931301845865","88.7780263654502","87.0746405845278","87.1993232613207","85.3643255307309","84.7593891268788","83.5337804461261","82.3373420180662","80.9425849921842","80.3587193797755","78.9608575327293","78.3628093044746","76.7826664761905","76.3615510682565","75.1306785723783","74.4887845492561","72.791832105266","71.36886277713","69.9208983386513","69.0464170141658","67.8812372996738","66.6766526320982","65.5050821075774","64.7558241595879","62.5951151516211","61.7609939179389","60.4662245876456","59.621598229656","58.8684319474743","57.8744371371215","56.0927808524559","54.8711079894964","53.4214704849309","52.5674943560961","51.0678005679097","","","",
"Fragile and conflict affected situations","FCS","Mortality rate adult female (per 1000 female adults)","SP.DYN.AMRT.FE","424.635749979907","419.546186561587","414.582112760972","408.39148536126","402.172913412617","395.872802033519","389.461059077923","382.978822093286","377.287873032557","371.625429935823","366.020927181109","360.367077779389","354.752331851278","349.910801342572","345.112460884854","340.348046312668","335.547947975016","330.795937752967","326.071823025079","321.292320261328","316.426381949279","311.299782539391","306.083617721096","302.030630914105","298.03843841109","294.141714369154","290.245325222607","286.451307083324","285.010678488209","283.696914625023","281.578279292275","280.411387715952","279.291749485001","280.370133934521","281.46838141194","282.573880923192","283.512382023727","284.483113539312","283.81375793174","283.188399681559","282.591848824888","281.993182760313","281.381095125072","276.492338875556","271.631430176717","266.801495169561","261.909099295367","257.066723953849","251.667655066987","246.369726031339","241.171627042104","236.153068647494","231.183956614831","227.208608514155","223.241168636348","219.262530663683","215.153241592154","",
"Finland","FIN","Mortality rate adult female (per 1000 female adults)","SP.DYN.AMRT.FE","117.059","118.112","118.183","115.179","111.877","109.051","107.793","104.017","104.877","107.592","99.604","98.025","93.689","88.633","91.541","90.583","89.096","81.111","78.611","79.317","73.842","71.354","70.311","74.81","67.176","68.267","71.04","71.556","71.074","70.467","70.246","68.262","68.043","66.578","62.962","65.104","60.834","62.862","62.149","61.16","63","59.753","60.642","57.86","60.99","63.051","57.252","56.768","56.723","55.821","53.644","50.963","50.726","48.39","45.131","43.269","","",
"Fiji","FJI","Mortality rate adult female (per 1000 female adults)","SP.DYN.AMRT.FE","261.886","259.188","256.49","253.99","251.49","248.989","246.489","243.989","241.67","239.351","237.032","234.713","232.395","229.989","227.583","225.178","222.772","220.366","218.068","215.769","213.47","211.172","208.873","206.758","204.644","202.529","200.414","198.3","196.35","194.401","192.452","190.503","188.553","186.752","184.952","183.151","181.35","179.549","177.882","176.214","174.547","172.879","171.212","168.219","165.225","162.232","159.238","156.245","153.668","151.091","148.514","145.938","143.361","141.363","139.364","137.366","135.367","",
"France","FRA","Mortality rate adult female (per 1000 female adults)","SP.DYN.AMRT.FE","115.043","109.048","111.574","112.315","107.144","108.67","105.696","105.234","104.031","105.98","100.879","100.776","100.094","96.878","95.334","94.223","92.638","88.685","87.914","86.49","84.92","82.415","80.784","80.956","77.996","76.67","75.087","72.869","71.995","70.849","69.001","68.18","67.597","68.114","66.516","65.901","65.39","63.349","62.716","62.132","60.836","61.109","60.674","60.047","57.929","56.774","56.175","54.805","55.012","55.351","53.63","52.543","51.572","50.487","49.279","49.314","","",
"Faroe Islands","FRO","Mortality rate adult female (per 1000 female adults)","SP.DYN.AMRT.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Mortality rate adult female (per 1000 female adults)","SP.DYN.AMRT.FE","273.843","269.659","265.475","261.293","257.111","252.929","248.747","244.565","240.192","235.819","231.446","227.074","222.701","218.35","214","209.649","205.298","200.948","199.8","198.652","197.504","196.356","195.208","194.03","192.853","191.675","190.497","189.32","188.154","186.988","185.822","184.656","183.49","182.315","181.14","179.965","178.79","177.615","176.347","175.079","173.811","172.543","171.275","169.333","167.391","165.449","163.507","161.565","159.974","158.384","156.794","155.204","153.614","151.986","150.358","148.73","147.102","",
"Gabon","GAB","Mortality rate adult female (per 1000 female adults)","SP.DYN.AMRT.FE","424.215","420.9","417.585","408.782","399.979","391.176","382.373","373.57","365.619","357.669","349.718","341.768","333.817","326.173","318.528","310.884","303.24","295.595","287.858","280.121","272.384","264.647","256.91","250.801","244.691","238.581","232.471","226.361","228.538","230.715","232.892","235.068","237.245","245.893","254.542","263.19","271.838","280.486","289.351","298.217","307.082","315.948","324.813","322.036","319.258","316.481","313.704","310.927","297.086","283.245","269.404","255.563","241.722","234.279","226.836","219.393","211.95","",
"United Kingdom","GBR","Mortality rate adult female (per 1000 female adults)","SP.DYN.AMRT.FE","109.368","110.905","110.505","111.369","107.735","108.28","108.55","104.591","106.313","109.391","106.888","105.399","107.627","105.536","104.67","102.727","103.053","99.991","101.766","100.477","96.543","94.273","92.503","90.357","88.451","87.061","84.44","83.533","81.79","80.434","78.142","75.87","74.181","74.285","72.024","72.535","71.265","69.816","69.202","68.298","67.549","65.796","64.883","64.56","62.104","61.571","60.973","59.915","60.078","58.111","57.424","55.723","54.353","53.89","53.693","","","",
"Georgia","GEO","Mortality rate adult female (per 1000 female adults)","SP.DYN.AMRT.FE","145.739","141.026","136.314","132.593","128.873","125.152","121.431","117.711","115.344","112.976","110.609","108.242","105.874","103.148","100.422","97.696","94.97","92.244","92.628","93.012","93.396","93.78","94.164","92.857","91.55","90.243","88.935","87.628","86.914","86.201","85.487","84.773","84.06","83.561","83.062","82.563","82.064","81.565","79.87","78.176","76.481","74.787","73.093","73.991","74.89","75.789","76.687","77.586","78.478","79.37","80.263","81.155","82.047","80.981","79.915","78.849","77.783","",
"Ghana","GHA","Mortality rate adult female (per 1000 female adults)","SP.DYN.AMRT.FE","368.978","363.868","358.757","355.155","351.554","347.953","344.351","340.75","336.667","332.584","328.501","324.418","320.334","317.304","314.273","311.242","308.211","305.18","302.511","299.842","297.172","294.503","291.833","287.759","283.684","279.609","275.535","271.46","266.403","261.346","256.289","251.233","246.176","252.555","258.934","265.314","271.693","278.072","278.695","279.318","279.94","280.563","281.185","274.368","267.551","260.733","253.916","247.098","244.879","242.659","240.439","238.22","236","232.32","228.639","224.959","221.279","",
"Gibraltar","GIB","Mortality rate adult female (per 1000 female adults)","SP.DYN.AMRT.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Mortality rate adult female (per 1000 female adults)","SP.DYN.AMRT.FE","475.304","471.974","468.645","465.973","463.3","460.628","457.956","455.283","451.109","446.935","442.761","438.587","434.413","428.214","422.015","415.817","409.618","403.42","394.726","386.032","377.338","368.644","359.95","345.037","330.123","315.209","300.295","285.382","279.257","273.131","267.006","260.881","254.756","262.305","269.853","277.402","284.95","292.499","300.444","308.39","316.336","324.282","332.228","322.382","312.537","302.691","292.846","283","280.4","277.8","275.2","272.6","270","263.323","256.645","249.967","243.289","",
"Gambia, The","GMB","Mortality rate adult female (per 1000 female adults)","SP.DYN.AMRT.FE","514.094","510.903","507.712","503.211","498.711","494.21","489.709","485.209","473.63","462.052","450.473","438.895","427.317","416.873","406.429","395.985","385.541","375.097","365.878","356.66","347.442","338.224","329.006","322.24","315.474","308.709","301.943","295.178","294.307","293.437","292.566","291.695","290.825","288.788","286.751","284.714","282.677","280.64","278.789","276.938","275.087","273.236","271.385","268.231","265.076","261.922","258.767","255.613","253.09","250.568","248.045","245.523","243","240.079","237.157","234.236","231.314","",
"Guinea-Bissau","GNB","Mortality rate adult female (per 1000 female adults)","SP.DYN.AMRT.FE","439.917","435.596","431.275","425.816","420.358","414.899","409.44","403.981","398.485","392.988","387.491","381.994","376.497","371.767","367.038","362.308","357.578","352.848","346.482","340.115","333.749","327.383","321.016","316.655","312.293","307.931","303.57","299.208","294.661","290.113","285.565","281.018","276.47","276.721","276.971","277.222","277.472","277.723","281.695","285.667","289.638","293.61","297.582","292.85","288.119","283.387","278.655","273.923","270.179","266.434","262.69","258.945","255.201","251.634","248.067","244.5","240.933","",
"Equatorial Guinea","GNQ","Mortality rate adult female (per 1000 female adults)","SP.DYN.AMRT.FE","458.259","454.845","451.431","448.043","444.655","441.267","437.879","434.491","431.16","427.829","424.498","421.168","417.837","414.509","411.181","407.853","404.525","401.197","393.773","386.348","378.923","371.498","364.073","360.899","357.725","354.55","351.376","348.202","344.129","340.055","335.982","331.909","327.835","324.266","320.698","317.129","313.56","309.992","309.913","309.835","309.757","309.678","309.6","311.416","313.231","315.047","316.862","318.678","315.295","311.913","308.53","305.148","301.765","304.081","306.397","308.714","311.03","",
"Greece","GRC","Mortality rate adult female (per 1000 female adults)","SP.DYN.AMRT.FE","128.122","123","117.878","116.385","114.893","113.4","111.908","110.415","108.893","107.37","105.848","104.325","102.803","101.276","99.749","98.221","96.694","95.167","92.209","89.251","86.292","83.334","80.376","78.877","77.377","75.878","74.379","72.88","69.088","65.296","61.504","57.712","53.919","53.397","52.874","52.351","51.828","51.305","50.636","49.967","49.299","48.63","47.961","47.548","47.136","46.723","46.311","45.898","45.812","45.725","45.639","45.552","45.466","44.336","43.206","42.075","40.945","",
"Grenada","GRD","Mortality rate adult female (per 1000 female adults)","SP.DYN.AMRT.FE","201.456","199.173","196.889","194.791","192.692","190.593","188.494","186.395","184.461","182.526","180.592","178.658","176.723","174.935","173.147","171.36","169.572","167.784","166.127","164.471","162.814","161.158","159.502","157.969","156.436","154.903","153.37","151.837","150.414","148.992","147.569","146.146","144.723","143.395","142.068","140.74","139.412","138.084","135.676","133.269","130.861","128.453","126.045","123.611","121.176","118.742","116.308","113.874","111.289","108.705","106.121","103.537","100.953","99.82","98.687","97.554","96.421","",
"Greenland","GRL","Mortality rate adult female (per 1000 female adults)","SP.DYN.AMRT.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","196.580668417529","202.680412371134","185.568065506653","179.565616396452","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Mortality rate adult female (per 1000 female adults)","SP.DYN.AMRT.FE","357.91","350.389","342.868","334.624","326.38","318.136","309.892","301.647","294.211","286.774","279.338","271.901","264.464","260.387","256.309","252.232","248.154","244.076","240.453","236.829","233.206","229.582","225.959","221.726","217.492","213.259","209.026","204.793","200.474","196.156","191.838","187.52","183.201","178.511","173.821","169.131","164.441","159.752","156.587","153.423","150.259","147.095","143.931","141.944","139.956","137.969","135.981","133.994","131.005","128.017","125.029","122.04","119.052","117.257","115.462","113.667","111.873","",
"Guam","GUM","Mortality rate adult female (per 1000 female adults)","SP.DYN.AMRT.FE","218.226","213.043","207.86","202.902","197.945","192.987","188.029","183.072","178.512","173.953","169.394","164.835","160.276","156.435","152.595","148.754","144.914","141.074","137.756","134.438","131.121","127.803","124.485","121.648","118.811","115.974","113.136","110.299","107.889","105.479","103.07","100.66","98.25","95.422","92.593","89.765","86.937","84.108","81.09","78.072","75.054","72.036","69.018","66.565","64.112","61.659","59.206","56.753","55.329","53.905","52.481","51.056","49.632","48.713","47.795","46.876","45.957","",
"Guyana","GUY","Mortality rate adult female (per 1000 female adults)","SP.DYN.AMRT.FE","233.538","231.813","230.088","228.466","226.843","225.22","223.597","221.975","220.275","218.575","216.875","215.175","213.475","211.807","210.138","208.47","206.802","205.134","203.663","202.193","200.723","199.253","197.782","195.962","194.143","192.323","190.503","188.683","188.037","187.39","186.743","186.097","185.45","184.409","183.368","182.327","181.286","180.245","179.889","179.533","179.176","178.82","178.464","178.266","178.069","177.872","177.675","177.478","177.122","176.766","176.41","176.054","175.697","174.026","172.354","170.683","169.011","",
"High income","HIC","Mortality rate adult female (per 1000 female adults)","SP.DYN.AMRT.FE","132.814313206892","128.937959897591","128.945546201078","127.445585204502","124.246631137795","123.221412986265","121.492242866092","119.439507381724","119.58783562444","119.360170165587","117.222835212608","114.774175041296","112.831851436748","111.135095675495","107.879292325246","105.415929407436","103.228923502235","100.533793533987","98.934304741913","96.6319255305382","95.4647204233059","93.1911372893352","90.7802803108347","89.9934754107441","88.1247643938141","87.1377868739814","85.4954503880563","84.1844955520327","83.0314610125264","81.6658331981182","79.8340074835581","79.0144955090999","77.3698177401449","76.9715758172701","75.778989509191","75.3119196022552","73.3327876631381","71.7062834784635","70.4621338374284","69.9350142305206","68.9449961375551","68.2557840584188","67.3298001674334","66.7286373144563","65.1124516638493","64.6334070417249","63.7579616230461","62.6888239901096","61.9873812150962","61.4586268420949","59.946292215137","60.1190267890339","58.956693933595","58.5572160660603","58.1942736457881","","","",
"Hong Kong SAR, China","HKG","Mortality rate adult female (per 1000 female adults)","SP.DYN.AMRT.FE","138.769","134.393","130.018","126.919","123.82","120.721","117.622","114.523","112.694","110.865","109.037","107.208","105.379","102.982","100.584","98.187","95.789","93.392","90.269","87.147","84.024","80.902","77.779","75.169","72.558","69.948","67.337","64.727","63.141","61.556","59.97","58.385","56.799","54.986","53.173","51.36","49.547","47.734","46.633","45.532","44.431","43.329","42.228","41.609","40.99","40.371","39.751","39.132","38.827","38.521","38.216","37.911","37.606","37.092","36.578","36.065","35.551","",
"Honduras","HND","Mortality rate adult female (per 1000 female adults)","SP.DYN.AMRT.FE","353.573","345.742","337.911","331.99","326.069","320.148","314.227","308.306","302.632","296.958","291.284","285.61","279.935","274.49","269.045","263.6","258.155","252.71","246.286","239.862","233.438","227.014","220.591","214.024","207.457","200.89","194.324","187.757","183.986","180.215","176.444","172.673","168.901","165.047","161.193","157.339","153.485","149.631","147.723","145.816","143.908","142","140.092","138.472","136.852","135.232","133.612","131.992","130.425","128.859","127.292","125.725","124.158","122.807","121.456","120.104","118.753","",
"Heavily indebted poor countries (HIPC)","HPC","Mortality rate adult female (per 1000 female adults)","SP.DYN.AMRT.FE","429.497699420279","424.657927301359","419.832394344848","415.59094656787","411.365966850968","407.153590103254","402.896474547112","398.6587919438","394.05713558588","389.473597503193","384.904723692268","380.292571310227","375.692381498833","371.294941787666","366.910636898138","362.535482005793","358.13400650575","353.741689291422","350.578377072137","347.386201242742","344.163951417608","340.850248081449","337.539034646862","335.113873134442","332.756835159569","330.47706584642","328.234115977816","326.068696099938","328.092530942791","330.177947781186","332.242430050229","334.093654895049","335.734122400618","338.083163090229","340.569181710243","343.203889525362","345.922540546569","348.735313073632","347.634274771967","346.548367571408","345.446145199951","344.237612680757","342.992364518672","333.331327093988","323.693061953368","314.085179166","304.50305518832","294.941597213322","285.985896962677","277.019152658084","268.036286717386","258.998661447778","249.942185738792","244.491240671246","239.056915434146","233.638356652631","228.222117216048","",
"Croatia","HRV","Mortality rate adult female (per 1000 female adults)","SP.DYN.AMRT.FE","155.916","153.09","150.263","146.958","143.652","140.347","137.041","133.736","130.254","126.773","123.291","119.809","116.328","113.403","110.478","107.554","104.629","101.704","101.298","100.891","100.484","100.077","99.67","98.228","96.786","95.344","93.902","92.46","90.739","89.019","87.298","85.577","83.856","81.539","79.222","76.905","74.588","72.271","71.831","71.391","70.95","70.51","70.07","68.547","67.024","65.5","63.977","62.454","61.645","60.835","60.026","59.217","58.408","57.669","56.93","56.191","55.452","",
"Haiti","HTI","Mortality rate adult female (per 1000 female adults)","SP.DYN.AMRT.FE","408.584","405.343","402.102","399.017","395.931","392.845","389.759","386.673","383.672","380.671","377.669","374.668","371.667","365.228","358.789","352.35","345.911","339.472","335.423","331.374","327.325","323.275","319.226","316.503","313.779","311.056","308.333","305.609","302.626","299.642","296.659","293.675","290.692","287.863","285.033","282.204","279.375","276.545","275.687","274.83","273.972","273.114","272.256","266.821","261.387","255.952","250.518","245.083","240.4","235.718","231.035","226.352","221.669","218.656","215.642","212.628","209.615","",
"Hungary","HUN","Mortality rate adult female (per 1000 female adults)","SP.DYN.AMRT.FE","125.332","119.593","123.801","117.235","111.798","114.422","110.213","109.25","111.516","114.619","112.845","116.76","114.641","115.559","116.486","117.411","122.357","119.251","123.541","125.117","129.805","133.084","128.409","133.095","131.666","133.76","132.212","129.281","126.996","133.852","132.695","131.846","136.803","138.983","132.978","130.658","120.768","121.555","121.941","121.146","114.535","110.923","110.157","110.83","107.684","107.444","103.779","106.484","100.409","98.966","94.864","92.959","89.375","85.736","83.873","","","",
"IBRD only","IBD","Mortality rate adult female (per 1000 female adults)","SP.DYN.AMRT.FE","341.106056560143","336.306799493278","331.873317179903","319.402890744396","306.722361668757","294.774579145863","282.661251256318","270.692819468143","260.935318907539","251.608872371939","241.860771866125","231.898137122436","222.067525120445","215.874628140782","209.878261696684","204.142917420121","198.107091615654","191.940945527377","188.872676431764","185.705915787281","182.515003072634","178.838336744187","175.138700370691","172.467751804066","170.005670900476","166.89857032407","163.080853880552","160.321645578902","157.987625977423","155.899190730841","153.812966297766","151.821313585162","150.138034094604","149.514010897736","148.308554454183","145.957685344303","143.012766778662","140.301468327915","138.284764771416","137.172669512732","135.755208269838","134.197638991212","132.685863280055","130.862338281242","128.711045011809","126.773614612342","124.121422883699","121.834701281495","119.331470711942","116.463455341439","113.874285683317","111.223078936629","108.614590646575","106.988774974433","105.445874564223","103.772645866422","102.216885525662","",
"IDA & IBRD total","IBT","Mortality rate adult female (per 1000 female adults)","SP.DYN.AMRT.FE","350.088494851054","345.300258609411","340.793443509905","329.554353652857","318.142980447037","307.33118292578","296.35458214678","285.487657906242","276.592975057026","268.064294314422","259.203377139439","250.134563052214","241.204308654017","235.396870377446","229.763557560125","224.353283376079","218.645560760945","212.834769682177","209.498081218793","206.08643089001","202.666528109725","198.787437317109","194.902315616877","192.256673197286","189.820037767493","186.878307783812","183.351062113547","180.737048922214","178.957785828515","177.422073212014","175.919872623187","174.509460136176","173.353917233295","173.315413820434","172.835355860109","171.45433059961","169.499255815532","167.791212649891","166.154712756008","165.260338173204","164.115371148792","162.830496340887","161.58689341159","159.023517124923","156.201832926673","153.564660782445","150.336114940651","147.412469430688","144.308112536475","140.922031438146","137.766855919274","134.578903200826","131.392066830908","129.582016268999","128.032037564273","126.997950495092","125.205609229773","",
"IDA total","IDA","Mortality rate adult female (per 1000 female adults)","SP.DYN.AMRT.FE","397.050767088712","391.740264120706","386.444068848593","381.268896644511","376.090703602199","370.904156751242","365.616304656805","360.328347830669","355.87929284718","351.460104185115","347.073103461362","342.651890758299","338.282274886903","334.321274182053","330.338275978123","326.299947425453","322.075503105028","317.758009998409","312.755423031543","307.806419435239","302.916800924285","298.027872733081","293.153307996169","290.448806075644","287.809887992372","285.247824761809","282.695212254589","280.237228016205","280.467692607336","280.766796305868","281.088821884139","281.386585760327","281.628672227251","283.200197078256","284.861771423782","286.590176494031","288.192054095588","289.840759276978","288.631565512696","287.45236346251","286.267314217637","285.01224890552","283.773464419922","276.981981842895","270.221670679626","263.497064945526","256.724360410823","249.999693961722","243.230973556792","236.500569718498","229.768158387164","223.083667864191","216.424657019644","212.60194421071","208.79576469968","204.999272542226","201.134413690686","",
"IDA blend","IDB","Mortality rate adult female (per 1000 female adults)","SP.DYN.AMRT.FE","382.484145804285","376.2230355285","370.02649309253","364.649387896414","359.200008999083","353.654736546787","347.972663044478","342.226580957734","336.778406736496","331.335311088414","325.913704331118","320.393511357023","314.919930192252","309.876837230974","304.843284195246","299.809905976494","294.723471356138","289.640484079259","285.466634244435","281.300553377717","277.137321520787","272.840343056206","268.549739225851","266.989677283439","265.473961638172","264.020653142217","262.625357781379","261.315225210895","262.766918090101","264.300208537317","265.872657229702","267.555753525732","269.239307440466","273.564657246292","277.957417851207","282.388749362893","286.603116950756","290.827866302866","292.205260432945","293.592834862364","294.878110117771","295.957288611824","296.987947692502","291.011458318648","285.074390359869","279.208429668111","273.294635230928","267.489684605984","260.372451205082","253.29922820712","246.138742159736","239.074311628479","232.095928469339","228.717570666835","225.412756731378","222.200953708639","218.982021656792","",
"Indonesia","IDN","Mortality rate adult female (per 1000 female adults)","SP.DYN.AMRT.FE","282.753","279.765","276.777","273.925","271.073","268.221","265.37","262.518","259.533","256.549","253.565","250.58","247.596","242.723","237.849","232.976","228.103","223.229","219.044","214.859","210.673","206.488","202.302","199.611","196.919","194.227","191.535","188.843","186.614","184.385","182.157","179.928","177.699","175.858","174.017","172.175","170.334","168.493","168.242","167.99","167.739","167.488","167.236","165.531","163.825","162.12","160.414","158.709","157.437","156.165","154.894","153.622","152.351","150.122","147.893","145.664","143.435","",
"IDA only","IDX","Mortality rate adult female (per 1000 female adults)","SP.DYN.AMRT.FE","403.913331313485","399.045873387825","394.168397330605","389.08146201833","384.020903966792","378.989973586211","373.878073811545","368.793628159226","364.800820947923","360.852027971056","356.945077182992","353.058585071044","349.230398684386","345.807962822623","342.359397460649","338.840791999872","335.090515337679","331.213599475859","325.891881900381","320.637083662203","315.457455472252","310.350383843738","305.246741338415","302.024423093933","298.868055521958","295.787657770689","292.684396944624","289.670762705798","289.301597550538","288.988691399834","288.688129743066","288.282695983152","287.79758847728","287.991897258797","288.29027416167","288.673203192353","288.979769309927","289.351579452631","286.86145351738","284.412527277243","282.003716288945","279.591928865601","277.224153432092","270.021376476836","262.84676324476","255.694294233789","248.494319980639","241.319205196402","234.73283030182","228.179708617525","221.655980499773","215.163334789959","208.666488220011","204.625233374461","200.575194172336","196.499655868339","192.33508978639","",
"Isle of Man","IMN","Mortality rate adult female (per 1000 female adults)","SP.DYN.AMRT.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Mortality rate adult female (per 1000 female adults)","SP.DYN.AMRT.FE","502.962","492.272","481.583","467.955","454.327","440.699","427.071","413.443","399.54","385.636","371.733","357.83","343.926","333.465","323.003","312.541","302.08","291.618","286.705","281.792","276.879","271.966","267.053","264.42","261.786","259.153","256.519","253.885","248.317","242.749","237.181","231.613","226.045","221.121","216.198","211.275","206.352","201.429","198.669","195.909","193.149","190.388","187.628","184.42","181.211","178.003","174.794","171.585","167.033","162.481","157.929","153.377","148.825","146.3","143.776","141.252","138.728","",
"Not classified","INX","Mortality rate adult female (per 1000 female adults)","SP.DYN.AMRT.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Mortality rate adult female (per 1000 female adults)","SP.DYN.AMRT.FE","134.749","130.163","128.832","129.912","125.769","120.206","126.466","118.404","120.918","122.972","120.538","116.133","118.577","117.926","114.999","110.998","107.439","105.881","105.874","104.756","100.647","96.897","96.162","94.995","92.356","86.92","87.869","80.728","82.264","81.406","80.43","74.883","77.011","73.622","73.655","73.591","68.019","70.503","67.536","69.643","70.026","65.908","60.583","61.25","60.791","56.903","58.971","53.612","56.9","54.99","50.789","51.421","51.109","48.421","47.106","","","",
"Iran, Islamic Rep.","IRN","Mortality rate adult female (per 1000 female adults)","SP.DYN.AMRT.FE","381.241","374.369","367.498","360.72","353.942","347.163","340.385","333.607","327.567","321.526","315.485","309.445","303.404","297.36","291.316","285.272","279.228","273.184","266.539","259.895","253.25","246.606","239.961","232.794","225.627","218.459","211.292","204.125","197.58","191.035","184.49","177.945","171.401","165.569","159.737","153.906","148.074","142.243","136.871","131.5","126.129","120.757","115.386","110.945","106.504","102.064","97.623","93.182","87.726","82.27","76.814","71.358","65.902","64.606","63.309","62.013","60.716","",
"Iraq","IRQ","Mortality rate adult female (per 1000 female adults)","SP.DYN.AMRT.FE","379.582","370.056","360.53","350.136","339.742","329.348","318.955","308.561","301.154","293.748","286.342","278.936","271.53","267.078","262.626","258.174","253.722","249.27","239.026","228.782","218.538","208.294","198.05","191.406","184.762","178.118","171.474","164.83","159.062","153.294","147.526","141.758","135.99","132.579","129.168","125.758","122.347","118.937","122.347","125.758","129.168","132.579","135.99","135.99","135.99","135.99","135.99","135.99","135.99","135.99","135.99","135.99","135.99","133.925","131.86","129.796","127.731","",
"Iceland","ISL","Mortality rate adult female (per 1000 female adults)","SP.DYN.AMRT.FE","105.198","95.945","99.115","86.003","92.622","99.595","104.049","84.816","104.207","103.372","72.999","104.864","112.332","85.437","100.948","79.916","69.664","81.156","80.247","85.634","71.029","58.014","79.974","64.523","61.814","56.827","67.78","73.085","70.578","64.115","78.024","67.933","60.392","64.104","68.528","71.572","58.121","63.886","55.628","58.621","59.137","54.275","54.403","50.654","50.554","48.721","53.104","45.558","39.731","39.966","36.335","42.217","34.349","38.877","","","","",
"Israel","ISR","Mortality rate adult female (per 1000 female adults)","SP.DYN.AMRT.FE","120","","","","","","","","","","110","","","","","","","","","","85","","","78.244","78.775","77.325","77.636","77.238","73.323","72.711","70.595","68.754","68.31","63.981","63.999","60.843","60.177","58.07","56.379","56.745","54.71","53.654","54.033","51.974","48.71","49.556","47.474","47.154","45.102","45.293","42.947","43.692","40.475","41.393","40.976","","","",
"Italy","ITA","Mortality rate adult female (per 1000 female adults)","SP.DYN.AMRT.FE","109.497","105.597","108.969","108.974","102.414","102.167","98.057","98.578","99.212","100.037","94.856","91.985","92.158","90.289","86.285","86.027","84.127","80.65","78.251","77.183","76.77","74.299","71.561","71.858","68.66","67.425","67.088","64.961","63.759","62.027","61.122","61.129","59.378","58.717","57.821","57.518","56.568","53.852","53.885","51.014","50.696","49.65","49.15","47.786","44.974","44.209","42.887","42.148","41.691","41.926","40.159","40.424","39.571","38.396","37.236","","","",
